Ano;Mês;Evolução Mensal (AnoMes);Unidade da Federação;Valor Arrecadado (R$)
1996;Janeiro;199601;Rondônia;5347841
1996;Janeiro;199601;Acre;3064935
1996;Janeiro;199601;Amazonas;26672342
1996;Janeiro;199601;Roraima;120905
1996;Janeiro;199601;Pará;32848407
1996;Janeiro;199601;Amapá;0
1996;Janeiro;199601;Tocantins;2198438
1996;Janeiro;199601;Maranhão;13092600
1996;Janeiro;199601;Piauí;8962176
1996;Janeiro;199601;Ceará;42500888
1996;Janeiro;199601;Rio Grande do Norte;16123447
1996;Janeiro;199601;Paraíba;13831697
1996;Janeiro;199601;Pernambuco;59197712
1996;Janeiro;199601;Alagoas;20251117
1996;Janeiro;199601;Sergipe;10866166
1996;Janeiro;199601;Bahia;79668445
1996;Janeiro;199601;Minas Gerais;236361014
1996;Janeiro;199601;Espírito Santo;47342533
1996;Janeiro;199601;Rio de Janeiro;389471745
1996;Janeiro;199601;São Paulo;1394188604
1996;Janeiro;199601;Paraná;164273991
1996;Janeiro;199601;Santa Catarina;108186385
1996;Janeiro;199601;Rio Grande do Sul;206602575
1996;Janeiro;199601;Mato Grosso do Sul;15812576
1996;Janeiro;199601;Mato Grosso;14956240
1996;Janeiro;199601;Goiás;37066040
1996;Janeiro;199601;Distrito Federal;134047365
1996;Fevereiro;199602;Rondônia;4497608
1996;Fevereiro;199602;Acre;2483465
1996;Fevereiro;199602;Amazonas;26477024
1996;Fevereiro;199602;Roraima;147890
1996;Fevereiro;199602;Pará;28765790
1996;Fevereiro;199602;Amapá;0
1996;Fevereiro;199602;Tocantins;2032304
1996;Fevereiro;199602;Maranhão;15330320
1996;Fevereiro;199602;Piauí;7605609
1996;Fevereiro;199602;Ceará;36427123
1996;Fevereiro;199602;Rio Grande do Norte;14513788
1996;Fevereiro;199602;Paraíba;14667360
1996;Fevereiro;199602;Pernambuco;56581020
1996;Fevereiro;199602;Alagoas;17169003
1996;Fevereiro;199602;Sergipe;10836275
1996;Fevereiro;199602;Bahia;76858139
1996;Fevereiro;199602;Minas Gerais;232747731
1996;Fevereiro;199602;Espírito Santo;46204525
1996;Fevereiro;199602;Rio de Janeiro;374838344
1996;Fevereiro;199602;São Paulo;1350222747
1996;Fevereiro;199602;Paraná;162398239
1996;Fevereiro;199602;Santa Catarina;103022858
1996;Fevereiro;199602;Rio Grande do Sul;193196733
1996;Fevereiro;199602;Mato Grosso do Sul;15714919
1996;Fevereiro;199602;Mato Grosso;14442374
1996;Fevereiro;199602;Goiás;35964450
1996;Fevereiro;199602;Distrito Federal;195355672
1996;Março;199603;Rondônia;4738872
1996;Março;199603;Acre;2359694
1996;Março;199603;Amazonas;22215209
1996;Março;199603;Roraima;126580
1996;Março;199603;Pará;25835842
1996;Março;199603;Amapá;0
1996;Março;199603;Tocantins;1721791
1996;Março;199603;Maranhão;13732400
1996;Março;199603;Piauí;7035321
1996;Março;199603;Ceará;34034435
1996;Março;199603;Rio Grande do Norte;13599322
1996;Março;199603;Paraíba;12795397
1996;Março;199603;Pernambuco;53040494
1996;Março;199603;Alagoas;15084523
1996;Março;199603;Sergipe;8750306
1996;Março;199603;Bahia;70996858
1996;Março;199603;Minas Gerais;214177434
1996;Março;199603;Espírito Santo;39714590
1996;Março;199603;Rio de Janeiro;335091705
1996;Março;199603;São Paulo;1262402105
1996;Março;199603;Paraná;148175511
1996;Março;199603;Santa Catarina;93598355
1996;Março;199603;Rio Grande do Sul;182293262
1996;Março;199603;Mato Grosso do Sul;15156717
1996;Março;199603;Mato Grosso;14285695
1996;Março;199603;Goiás;33000329
1996;Março;199603;Distrito Federal;184636366
1996;Abril;199604;Rondônia;4251572
1996;Abril;199604;Acre;2646337
1996;Abril;199604;Amazonas;20754962
1996;Abril;199604;Roraima;103819
1996;Abril;199604;Pará;23311066
1996;Abril;199604;Amapá;0
1996;Abril;199604;Tocantins;1601104
1996;Abril;199604;Maranhão;12455578
1996;Abril;199604;Piauí;6519358
1996;Abril;199604;Ceará;35204246
1996;Abril;199604;Rio Grande do Norte;12733509
1996;Abril;199604;Paraíba;11864631
1996;Abril;199604;Pernambuco;47527464
1996;Abril;199604;Alagoas;14729624
1996;Abril;199604;Sergipe;8593635
1996;Abril;199604;Bahia;63501069
1996;Abril;199604;Minas Gerais;189974730
1996;Abril;199604;Espírito Santo;37422764
1996;Abril;199604;Rio de Janeiro;320373215
1996;Abril;199604;São Paulo;1239565188
1996;Abril;199604;Paraná;147714057
1996;Abril;199604;Santa Catarina;86584076
1996;Abril;199604;Rio Grande do Sul;178802135
1996;Abril;199604;Mato Grosso do Sul;13770657
1996;Abril;199604;Mato Grosso;13593284
1996;Abril;199604;Goiás;32761000
1996;Abril;199604;Distrito Federal;165896047
1996;Maio;199605;Rondônia;4617896
1996;Maio;199605;Acre;3444322
1996;Maio;199605;Amazonas;24561630
1996;Maio;199605;Roraima;207745
1996;Maio;199605;Pará;29099521
1996;Maio;199605;Amapá;0
1996;Maio;199605;Tocantins;2199071
1996;Maio;199605;Maranhão;15500937
1996;Maio;199605;Piauí;7886582
1996;Maio;199605;Ceará;40154661
1996;Maio;199605;Rio Grande do Norte;14962206
1996;Maio;199605;Paraíba;15564372
1996;Maio;199605;Pernambuco;53971894
1996;Maio;199605;Alagoas;15344721
1996;Maio;199605;Sergipe;9640621
1996;Maio;199605;Bahia;76303184
1996;Maio;199605;Minas Gerais;253724400
1996;Maio;199605;Espírito Santo;40565239
1996;Maio;199605;Rio de Janeiro;354597572
1996;Maio;199605;São Paulo;1313913199
1996;Maio;199605;Paraná;120437634
1996;Maio;199605;Santa Catarina;106374660
1996;Maio;199605;Rio Grande do Sul;199210306
1996;Maio;199605;Mato Grosso do Sul;16759500
1996;Maio;199605;Mato Grosso;18323131
1996;Maio;199605;Goiás;39473543
1996;Maio;199605;Distrito Federal;204402291
1996;Junho;199606;Rondônia;7621861
1996;Junho;199606;Acre;3661832
1996;Junho;199606;Amazonas;26634036
1996;Junho;199606;Roraima;170221
1996;Junho;199606;Pará;29086072
1996;Junho;199606;Amapá;0
1996;Junho;199606;Tocantins;2109116
1996;Junho;199606;Maranhão;16021227
1996;Junho;199606;Piauí;8890850
1996;Junho;199606;Ceará;40249656
1996;Junho;199606;Rio Grande do Norte;15041416
1996;Junho;199606;Paraíba;15752278
1996;Junho;199606;Pernambuco;52595319
1996;Junho;199606;Alagoas;15869855
1996;Junho;199606;Sergipe;10036606
1996;Junho;199606;Bahia;78702690
1996;Junho;199606;Minas Gerais;241525400
1996;Junho;199606;Espírito Santo;44458358
1996;Junho;199606;Rio de Janeiro;369876974
1996;Junho;199606;São Paulo;1397141575
1996;Junho;199606;Paraná;136721646
1996;Junho;199606;Santa Catarina;103502262
1996;Junho;199606;Rio Grande do Sul;217311776
1996;Junho;199606;Mato Grosso do Sul;17295066
1996;Junho;199606;Mato Grosso;22286583
1996;Junho;199606;Goiás;34544631
1996;Junho;199606;Distrito Federal;220394643
1996;Julho;199607;Rondônia;4315544
1996;Julho;199607;Acre;3269068
1996;Julho;199607;Amazonas;25699957
1996;Julho;199607;Roraima;172526
1996;Julho;199607;Pará;30002957
1996;Julho;199607;Amapá;0
1996;Julho;199607;Tocantins;2435381
1996;Julho;199607;Maranhão;15264915
1996;Julho;199607;Piauí;8285968
1996;Julho;199607;Ceará;43006315
1996;Julho;199607;Rio Grande do Norte;16166141
1996;Julho;199607;Paraíba;15048249
1996;Julho;199607;Pernambuco;55040804
1996;Julho;199607;Alagoas;15122851
1996;Julho;199607;Sergipe;10372589
1996;Julho;199607;Bahia;79015383
1996;Julho;199607;Minas Gerais;256322272
1996;Julho;199607;Espírito Santo;43387713
1996;Julho;199607;Rio de Janeiro;367959460
1996;Julho;199607;São Paulo;1461220731
1996;Julho;199607;Paraná;220537678
1996;Julho;199607;Santa Catarina;111385561
1996;Julho;199607;Rio Grande do Sul;215202761
1996;Julho;199607;Mato Grosso do Sul;16972722
1996;Julho;199607;Mato Grosso;18966076
1996;Julho;199607;Goiás;48642870
1996;Julho;199607;Distrito Federal;228230283
1996;Agosto;199608;Rondônia;7348164
1996;Agosto;199608;Acre;3036509
1996;Agosto;199608;Amazonas;36777180
1996;Agosto;199608;Roraima;151985
1996;Agosto;199608;Pará;31503039
1996;Agosto;199608;Amapá;0
1996;Agosto;199608;Tocantins;2354074
1996;Agosto;199608;Maranhão;16107892
1996;Agosto;199608;Piauí;8603952
1996;Agosto;199608;Ceará;40912428
1996;Agosto;199608;Rio Grande do Norte;14408356
1996;Agosto;199608;Paraíba;15246191
1996;Agosto;199608;Pernambuco;58895065
1996;Agosto;199608;Alagoas;15742332
1996;Agosto;199608;Sergipe;10531317
1996;Agosto;199608;Bahia;79149442
1996;Agosto;199608;Minas Gerais;251657357
1996;Agosto;199608;Espírito Santo;45996335
1996;Agosto;199608;Rio de Janeiro;703588795
1996;Agosto;199608;São Paulo;1471225429
1996;Agosto;199608;Paraná;180114850
1996;Agosto;199608;Santa Catarina;106441248
1996;Agosto;199608;Rio Grande do Sul;225221013
1996;Agosto;199608;Mato Grosso do Sul;17565461
1996;Agosto;199608;Mato Grosso;17596456
1996;Agosto;199608;Goiás;32749495
1996;Agosto;199608;Distrito Federal;238886037
1996;Setembro;199609;Rondônia;3823971
1996;Setembro;199609;Acre;2242114
1996;Setembro;199609;Amazonas;26488742
1996;Setembro;199609;Roraima;662887
1996;Setembro;199609;Pará;28118406
1996;Setembro;199609;Amapá;5125
1996;Setembro;199609;Tocantins;2664033
1996;Setembro;199609;Maranhão;15100834
1996;Setembro;199609;Piauí;8190971
1996;Setembro;199609;Ceará;37708814
1996;Setembro;199609;Rio Grande do Norte;13212611
1996;Setembro;199609;Paraíba;15520420
1996;Setembro;199609;Pernambuco;54769675
1996;Setembro;199609;Alagoas;9105697
1996;Setembro;199609;Sergipe;10898851
1996;Setembro;199609;Bahia;71852866
1996;Setembro;199609;Minas Gerais;226404806
1996;Setembro;199609;Espírito Santo;43167468
1996;Setembro;199609;Rio de Janeiro;344045503
1996;Setembro;199609;São Paulo;1467936559
1996;Setembro;199609;Paraná;166751846
1996;Setembro;199609;Santa Catarina;100022350
1996;Setembro;199609;Rio Grande do Sul;189066527
1996;Setembro;199609;Mato Grosso do Sul;16790037
1996;Setembro;199609;Mato Grosso;17002070
1996;Setembro;199609;Goiás;51095605
1996;Setembro;199609;Distrito Federal;252264521
1996;Outubro;199610;Rondônia;6231926
1996;Outubro;199610;Acre;2565209
1996;Outubro;199610;Amazonas;25244711
1996;Outubro;199610;Roraima;452529
1996;Outubro;199610;Pará;30167908
1996;Outubro;199610;Amapá;4567
1996;Outubro;199610;Tocantins;2653343
1996;Outubro;199610;Maranhão;15369233
1996;Outubro;199610;Piauí;8214717
1996;Outubro;199610;Ceará;40783093
1996;Outubro;199610;Rio Grande do Norte;474928675
1996;Outubro;199610;Paraíba;15639734
1996;Outubro;199610;Pernambuco;57980909
1996;Outubro;199610;Alagoas;10607570
1996;Outubro;199610;Sergipe;11470170
1996;Outubro;199610;Bahia;83000918
1996;Outubro;199610;Minas Gerais;239091000
1996;Outubro;199610;Espírito Santo;47809959
1996;Outubro;199610;Rio de Janeiro;362260192
1996;Outubro;199610;São Paulo;1498261384
1996;Outubro;199610;Paraná;179375041
1996;Outubro;199610;Santa Catarina;83634982
1996;Outubro;199610;Rio Grande do Sul;250040113
1996;Outubro;199610;Mato Grosso do Sul;17409738
1996;Outubro;199610;Mato Grosso;19252330
1996;Outubro;199610;Goiás;43378041
1996;Outubro;199610;Distrito Federal;264070655
1996;Novembro;199611;Rondônia;4557621
1996;Novembro;199611;Acre;2027631
1996;Novembro;199611;Amazonas;23231838
1996;Novembro;199611;Roraima;379699
1996;Novembro;199611;Pará;26757059
1996;Novembro;199611;Amapá;564
1996;Novembro;199611;Tocantins;2316347
1996;Novembro;199611;Maranhão;13339629
1996;Novembro;199611;Piauí;7448146
1996;Novembro;199611;Ceará;36720337
1996;Novembro;199611;Rio Grande do Norte;13842084
1996;Novembro;199611;Paraíba;13289567
1996;Novembro;199611;Pernambuco;52850728
1996;Novembro;199611;Alagoas;10935255
1996;Novembro;199611;Sergipe;9983894
1996;Novembro;199611;Bahia;77296475
1996;Novembro;199611;Minas Gerais;240323628
1996;Novembro;199611;Espírito Santo;43762845
1996;Novembro;199611;Rio de Janeiro;348704076
1996;Novembro;199611;São Paulo;1459843494
1996;Novembro;199611;Paraná;177077626
1996;Novembro;199611;Santa Catarina;131284483
1996;Novembro;199611;Rio Grande do Sul;207325708
1996;Novembro;199611;Mato Grosso do Sul;15591101
1996;Novembro;199611;Mato Grosso;14679486
1996;Novembro;199611;Goiás;39523844
1996;Novembro;199611;Distrito Federal;233001099
1996;Dezembro;199612;Rondônia;7565977
1996;Dezembro;199612;Acre;3286176
1996;Dezembro;199612;Amazonas;60797117
1996;Dezembro;199612;Roraima;1033697
1996;Dezembro;199612;Pará;48780942
1996;Dezembro;199612;Amapá;0
1996;Dezembro;199612;Tocantins;4161370
1996;Dezembro;199612;Maranhão;27615626
1996;Dezembro;199612;Piauí;13996096
1996;Dezembro;199612;Ceará;69569780
1996;Dezembro;199612;Rio Grande do Norte;24286320
1996;Dezembro;199612;Paraíba;26526343
1996;Dezembro;199612;Pernambuco;100079717
1996;Dezembro;199612;Alagoas;19886311
1996;Dezembro;199612;Sergipe;18153309
1996;Dezembro;199612;Bahia;137324597
1996;Dezembro;199612;Minas Gerais;459853941
1996;Dezembro;199612;Espírito Santo;85509533
1996;Dezembro;199612;Rio de Janeiro;645046541
1996;Dezembro;199612;São Paulo;2686009865
1996;Dezembro;199612;Paraná;270240228
1996;Dezembro;199612;Santa Catarina;193137223
1996;Dezembro;199612;Rio Grande do Sul;390943998
1996;Dezembro;199612;Mato Grosso do Sul;28632790
1996;Dezembro;199612;Mato Grosso;28409131
1996;Dezembro;199612;Goiás;71231413
1996;Dezembro;199612;Distrito Federal;445847956
1995;Janeiro;199501;Rondônia;4592249
1995;Janeiro;199501;Acre;2189786
1995;Janeiro;199501;Amazonas;18833827
1995;Janeiro;199501;Roraima;0
1995;Janeiro;199501;Pará;24608790
1995;Janeiro;199501;Amapá;0
1995;Janeiro;199501;Tocantins;386659
1995;Janeiro;199501;Maranhão;10226630
1995;Janeiro;199501;Piauí;6750742
1995;Janeiro;199501;Ceará;26554596
1995;Janeiro;199501;Rio Grande do Norte;15012364
1995;Janeiro;199501;Paraíba;11167776
1995;Janeiro;199501;Pernambuco;46761710
1995;Janeiro;199501;Alagoas;10086258
1995;Janeiro;199501;Sergipe;12488001
1995;Janeiro;199501;Bahia;53682580
1995;Janeiro;199501;Minas Gerais;172590305
1995;Janeiro;199501;Espírito Santo;27872504
1995;Janeiro;199501;Rio de Janeiro;294626613
1995;Janeiro;199501;São Paulo;923694040
1995;Janeiro;199501;Paraná;237933165
1995;Janeiro;199501;Santa Catarina;77523491
1995;Janeiro;199501;Rio Grande do Sul;150612355
1995;Janeiro;199501;Mato Grosso do Sul;14807244
1995;Janeiro;199501;Mato Grosso;10430186
1995;Janeiro;199501;Goiás;33622457
1995;Janeiro;199501;Distrito Federal;51406357
1995;Fevereiro;199502;Rondônia;4674032
1995;Fevereiro;199502;Acre;2267181
1995;Fevereiro;199502;Amazonas;16365700
1995;Fevereiro;199502;Roraima;0
1995;Fevereiro;199502;Pará;24265383
1995;Fevereiro;199502;Amapá;0
1995;Fevereiro;199502;Tocantins;465513
1995;Fevereiro;199502;Maranhão;10074991
1995;Fevereiro;199502;Piauí;6701310
1995;Fevereiro;199502;Ceará;32012465
1995;Fevereiro;199502;Rio Grande do Norte;11664788
1995;Fevereiro;199502;Paraíba;11198458
1995;Fevereiro;199502;Pernambuco;46808254
1995;Fevereiro;199502;Alagoas;9358394
1995;Fevereiro;199502;Sergipe;10333445
1995;Fevereiro;199502;Bahia;52816441
1995;Fevereiro;199502;Minas Gerais;172166779
1995;Fevereiro;199502;Espírito Santo;34047971
1995;Fevereiro;199502;Rio de Janeiro;309748702
1995;Fevereiro;199502;São Paulo;1013157641
1995;Fevereiro;199502;Paraná;187187767
1995;Fevereiro;199502;Santa Catarina;78546473
1995;Fevereiro;199502;Rio Grande do Sul;163643474
1995;Fevereiro;199502;Mato Grosso do Sul;13012567
1995;Fevereiro;199502;Mato Grosso;10623362
1995;Fevereiro;199502;Goiás;32667026
1995;Fevereiro;199502;Distrito Federal;62507681
1995;Março;199503;Rondônia;5478893
1995;Março;199503;Acre;3539714
1995;Março;199503;Amazonas;22695771
1995;Março;199503;Roraima;0
1995;Março;199503;Pará;28251692
1995;Março;199503;Amapá;0
1995;Março;199503;Tocantins;1795326
1995;Março;199503;Maranhão;11318078
1995;Março;199503;Piauí;7627957
1995;Março;199503;Ceará;39016828
1995;Março;199503;Rio Grande do Norte;14593052
1995;Março;199503;Paraíba;15032581
1995;Março;199503;Pernambuco;55605636
1995;Março;199503;Alagoas;10190902
1995;Março;199503;Sergipe;11401588
1995;Março;199503;Bahia;61204653
1995;Março;199503;Minas Gerais;199002203
1995;Março;199503;Espírito Santo;38484071
1995;Março;199503;Rio de Janeiro;345577116
1995;Março;199503;São Paulo;1149977053
1995;Março;199503;Paraná;196468562
1995;Março;199503;Santa Catarina;80373557
1995;Março;199503;Rio Grande do Sul;183675662
1995;Março;199503;Mato Grosso do Sul;15937474
1995;Março;199503;Mato Grosso;14152275
1995;Março;199503;Goiás;35803875
1995;Março;199503;Distrito Federal;75934770
1995;Abril;199504;Rondônia;5391572,55
1995;Abril;199504;Acre;3567432
1995;Abril;199504;Amazonas;24843991
1995;Abril;199504;Roraima;0
1995;Abril;199504;Pará;32637531
1995;Abril;199504;Amapá;0
1995;Abril;199504;Tocantins;1562032
1995;Abril;199504;Maranhão;12458838,73
1995;Abril;199504;Piauí;7715898,28
1995;Abril;199504;Ceará;34808160,97
1995;Abril;199504;Rio Grande do Norte;12884192
1995;Abril;199504;Paraíba;16180438
1995;Abril;199504;Pernambuco;62484565,51
1995;Abril;199504;Alagoas;9130498,18
1995;Abril;199504;Sergipe;10416723
1995;Abril;199504;Bahia;70701351
1995;Abril;199504;Minas Gerais;254252715
1995;Abril;199504;Espírito Santo;49678535
1995;Abril;199504;Rio de Janeiro;343854712
1995;Abril;199504;São Paulo;1416220805
1995;Abril;199504;Paraná;117512900
1995;Abril;199504;Santa Catarina;91849475,73
1995;Abril;199504;Rio Grande do Sul;238234952,8
1995;Abril;199504;Mato Grosso do Sul;17920469
1995;Abril;199504;Mato Grosso;14841121
1995;Abril;199504;Goiás;31263208
1995;Abril;199504;Distrito Federal;69081154
1995;Maio;199505;Rondônia;4299864
1995;Maio;199505;Acre;1637983
1995;Maio;199505;Amazonas;13966460
1995;Maio;199505;Roraima;0
1995;Maio;199505;Pará;24510030
1995;Maio;199505;Amapá;0
1995;Maio;199505;Tocantins;1892104
1995;Maio;199505;Maranhão;9498691
1995;Maio;199505;Piauí;5474626
1995;Maio;199505;Ceará;31889876
1995;Maio;199505;Rio Grande do Norte;11438087
1995;Maio;199505;Paraíba;10056118
1995;Maio;199505;Pernambuco;38582238
1995;Maio;199505;Alagoas;8890635
1995;Maio;199505;Sergipe;9868317
1995;Maio;199505;Bahia;51919767
1995;Maio;199505;Minas Gerais;199563856
1995;Maio;199505;Espírito Santo;36687050
1995;Maio;199505;Rio de Janeiro;269792635
1995;Maio;199505;São Paulo;1101525861
1995;Maio;199505;Paraná;143556265
1995;Maio;199505;Santa Catarina;81922045
1995;Maio;199505;Rio Grande do Sul;174325413
1995;Maio;199505;Mato Grosso do Sul;11307741
1995;Maio;199505;Mato Grosso;12743719
1995;Maio;199505;Goiás;33377439
1995;Maio;199505;Distrito Federal;70779034
1995;Junho;199506;Rondônia;5083603
1995;Junho;199506;Acre;1866905
1995;Junho;199506;Amazonas;15926384
1995;Junho;199506;Roraima;0
1995;Junho;199506;Pará;29238795
1995;Junho;199506;Amapá;0
1995;Junho;199506;Tocantins;1978438
1995;Junho;199506;Maranhão;10396464
1995;Junho;199506;Piauí;6064273
1995;Junho;199506;Ceará;36767978
1995;Junho;199506;Rio Grande do Norte;13854841
1995;Junho;199506;Paraíba;6736296
1995;Junho;199506;Pernambuco;38988316
1995;Junho;199506;Alagoas;8989598
1995;Junho;199506;Sergipe;10490151
1995;Junho;199506;Bahia;65034931
1995;Junho;199506;Minas Gerais;206657429
1995;Junho;199506;Espírito Santo;39315936
1995;Junho;199506;Rio de Janeiro;290321958
1995;Junho;199506;São Paulo;1226069099
1995;Junho;199506;Paraná;149458461
1995;Junho;199506;Santa Catarina;94456762
1995;Junho;199506;Rio Grande do Sul;200886277
1995;Junho;199506;Mato Grosso do Sul;11736605
1995;Junho;199506;Mato Grosso;13980564
1995;Junho;199506;Goiás;45616125
1995;Junho;199506;Distrito Federal;83004514
1995;Julho;199507;Rondônia;5483072
1995;Julho;199507;Acre;1761135
1995;Julho;199507;Amazonas;15560553
1995;Julho;199507;Roraima;0
1995;Julho;199507;Pará;29835227
1995;Julho;199507;Amapá;0
1995;Julho;199507;Tocantins;2075454
1995;Julho;199507;Maranhão;11212875
1995;Julho;199507;Piauí;6041838
1995;Julho;199507;Ceará;36755399
1995;Julho;199507;Rio Grande do Norte;14725177
1995;Julho;199507;Paraíba;8477685
1995;Julho;199507;Pernambuco;38300328
1995;Julho;199507;Alagoas;12084498
1995;Julho;199507;Sergipe;11168696
1995;Julho;199507;Bahia;57695019
1995;Julho;199507;Minas Gerais;217766879
1995;Julho;199507;Espírito Santo;45201293
1995;Julho;199507;Rio de Janeiro;298695932
1995;Julho;199507;São Paulo;1269548120
1995;Julho;199507;Paraná;181006331
1995;Julho;199507;Santa Catarina;98268629
1995;Julho;199507;Rio Grande do Sul;237013258
1995;Julho;199507;Mato Grosso do Sul;15543565
1995;Julho;199507;Mato Grosso;16053426
1995;Julho;199507;Goiás;37865573
1995;Julho;199507;Distrito Federal;87497025
1995;Agosto;199508;Rondônia;4912860
1995;Agosto;199508;Acre;1599586
1995;Agosto;199508;Amazonas;15235438
1995;Agosto;199508;Roraima;0
1995;Agosto;199508;Pará;26835296
1995;Agosto;199508;Amapá;0
1995;Agosto;199508;Tocantins;1774033
1995;Agosto;199508;Maranhão;11482216
1995;Agosto;199508;Piauí;6551086
1995;Agosto;199508;Ceará;36470650
1995;Agosto;199508;Rio Grande do Norte;16070552
1995;Agosto;199508;Paraíba;8176123
1995;Agosto;199508;Pernambuco;40465735
1995;Agosto;199508;Alagoas;10873446
1995;Agosto;199508;Sergipe;9485461
1995;Agosto;199508;Bahia;67780465
1995;Agosto;199508;Minas Gerais;214422321
1995;Agosto;199508;Espírito Santo;41531703
1995;Agosto;199508;Rio de Janeiro;304394100
1995;Agosto;199508;São Paulo;1135017745
1995;Agosto;199508;Paraná;150966739
1995;Agosto;199508;Santa Catarina;99817170
1995;Agosto;199508;Rio Grande do Sul;180442924
1995;Agosto;199508;Mato Grosso do Sul;13484739
1995;Agosto;199508;Mato Grosso;16327418
1995;Agosto;199508;Goiás;35551644
1995;Agosto;199508;Distrito Federal;97274410
1995;Setembro;199509;Rondônia;4957677
1995;Setembro;199509;Acre;1811663
1995;Setembro;199509;Amazonas;16076870
1995;Setembro;199509;Roraima;0
1995;Setembro;199509;Pará;27940688
1995;Setembro;199509;Amapá;0
1995;Setembro;199509;Tocantins;1735432
1995;Setembro;199509;Maranhão;11877188
1995;Setembro;199509;Piauí;6257797
1995;Setembro;199509;Ceará;35727567
1995;Setembro;199509;Rio Grande do Norte;12459774
1995;Setembro;199509;Paraíba;6742361
1995;Setembro;199509;Pernambuco;38545976
1995;Setembro;199509;Alagoas;9894879
1995;Setembro;199509;Sergipe;7401505
1995;Setembro;199509;Bahia;68140525
1995;Setembro;199509;Minas Gerais;215463185
1995;Setembro;199509;Espírito Santo;38908109
1995;Setembro;199509;Rio de Janeiro;285521073
1995;Setembro;199509;São Paulo;1148458337
1995;Setembro;199509;Paraná;156414993
1995;Setembro;199509;Santa Catarina;99041705
1995;Setembro;199509;Rio Grande do Sul;196402437
1995;Setembro;199509;Mato Grosso do Sul;14042924
1995;Setembro;199509;Mato Grosso;15306765
1995;Setembro;199509;Goiás;34432145
1995;Setembro;199509;Distrito Federal;107553134
1995;Outubro;199510;Rondônia;5941611
1995;Outubro;199510;Acre;2385182
1995;Outubro;199510;Amazonas;18628432
1995;Outubro;199510;Roraima;0
1995;Outubro;199510;Pará;27052120
1995;Outubro;199510;Amapá;0
1995;Outubro;199510;Tocantins;2268673
1995;Outubro;199510;Maranhão;12781460
1995;Outubro;199510;Piauí;6903062
1995;Outubro;199510;Ceará;45182976
1995;Outubro;199510;Rio Grande do Norte;16048649
1995;Outubro;199510;Paraíba;9289047
1995;Outubro;199510;Pernambuco;40851864
1995;Outubro;199510;Alagoas;11842121
1995;Outubro;199510;Sergipe;10152317
1995;Outubro;199510;Bahia;76550587
1995;Outubro;199510;Minas Gerais;226071108
1995;Outubro;199510;Espírito Santo;47545355
1995;Outubro;199510;Rio de Janeiro;339684000
1995;Outubro;199510;São Paulo;1237977250
1995;Outubro;199510;Paraná;170578966
1995;Outubro;199510;Santa Catarina;107423376
1995;Outubro;199510;Rio Grande do Sul;190435397
1995;Outubro;199510;Mato Grosso do Sul;14354052
1995;Outubro;199510;Mato Grosso;16614877
1995;Outubro;199510;Goiás;36029668
1995;Outubro;199510;Distrito Federal;120198684
1995;Novembro;199511;Rondônia;4530540
1995;Novembro;199511;Acre;2152313
1995;Novembro;199511;Amazonas;18308382
1995;Novembro;199511;Roraima;0
1995;Novembro;199511;Pará;27723710
1995;Novembro;199511;Amapá;0
1995;Novembro;199511;Tocantins;1899557
1995;Novembro;199511;Maranhão;11398287
1995;Novembro;199511;Piauí;6580546
1995;Novembro;199511;Ceará;38067902
1995;Novembro;199511;Rio Grande do Norte;12974507
1995;Novembro;199511;Paraíba;7289663
1995;Novembro;199511;Pernambuco;40413796
1995;Novembro;199511;Alagoas;11995113
1995;Novembro;199511;Sergipe;8317221
1995;Novembro;199511;Bahia;69286562
1995;Novembro;199511;Minas Gerais;197824656
1995;Novembro;199511;Espírito Santo;38179522
1995;Novembro;199511;Rio de Janeiro;300315372
1995;Novembro;199511;São Paulo;1183022568
1995;Novembro;199511;Paraná;154921261
1995;Novembro;199511;Santa Catarina;108442095
1995;Novembro;199511;Rio Grande do Sul;192527921
1995;Novembro;199511;Mato Grosso do Sul;12159464
1995;Novembro;199511;Mato Grosso;13654727
1995;Novembro;199511;Goiás;35049753
1995;Novembro;199511;Distrito Federal;118977704
1995;Dezembro;199512;Rondônia;8393099
1995;Dezembro;199512;Acre;2692234
1995;Dezembro;199512;Amazonas;34165432
1995;Dezembro;199512;Roraima;0
1995;Dezembro;199512;Pará;44515925
1995;Dezembro;199512;Amapá;0
1995;Dezembro;199512;Tocantins;3105698
1995;Dezembro;199512;Maranhão;18407926
1995;Dezembro;199512;Piauí;9854680
1995;Dezembro;199512;Ceará;64927249
1995;Dezembro;199512;Rio Grande do Norte;21444422
1995;Dezembro;199512;Paraíba;11894149
1995;Dezembro;199512;Pernambuco;70447175
1995;Dezembro;199512;Alagoas;18823900
1995;Dezembro;199512;Sergipe;15995786
1995;Dezembro;199512;Bahia;122650769
1995;Dezembro;199512;Minas Gerais;385320851
1995;Dezembro;199512;Espírito Santo;69335855
1995;Dezembro;199512;Rio de Janeiro;547350108
1995;Dezembro;199512;São Paulo;2116441018
1995;Dezembro;199512;Paraná;309175142
1995;Dezembro;199512;Santa Catarina;179335561
1995;Dezembro;199512;Rio Grande do Sul;324949117
1995;Dezembro;199512;Mato Grosso do Sul;20988912
1995;Dezembro;199512;Mato Grosso;21992456
1995;Dezembro;199512;Goiás;60224915
1995;Dezembro;199512;Distrito Federal;226216042
